TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD
1747246,9/30/2018 9:02,924,5363,46.85,0
1747247,9/30/2018 9:02,2822,2612,70.74,0
1747248,9/30/2018 9:02,4093,9759,43.91,0
1747249,9/30/2018 9:02,1598,2892,42.98,0
1747250,9/30/2018 9:02,1307,4263,31.48,0
1747251,9/30/2018 9:02,2886,6405,24.01,0
1747252,9/30/2018 9:02,2866,4607,20.45,0
1747253,9/30/2018 9:02,1396,9818,2.46,0
1747254,9/30/2018 9:02,4729,4295,39.79,0
1747255,9/30/2018 9:02,2126,4670,71.34,0
1747256,9/30/2018 9:02,4408,5532,11.37,0
1747257,9/30/2018 9:02,2415,5593,14.92,0
1747258,9/30/2018 9:02,3340,1291,65.84,0
1747259,9/30/2018 9:03,3732,9302,3.64,0
1747260,9/30/2018 9:03,2850,9067,45.37,0
1747261,9/30/2018 9:03,993,5664,5.59,0
1747262,9/30/2018 9:03,4853,2313,2.55,0
1747263,9/30/2018 9:03,1530,2632,7.41,0
1747264,9/30/2018 9:03,415,4670,62.11,0
1747265,9/30/2018 9:03,1561,7858,47.54,0
1747266,9/30/2018 9:03,2341,1716,97.65,0
1747267,9/30/2018 9:03,213,2587,95.97,0
1747268,9/30/2018 9:03,3778,2529,102.09,0
1747269,9/30/2018 9:03,212,9984,11.11,0
1747270,9/30/2018 9:04,2295,2904,151.86,0
1747271,9/30/2018 9:04,4092,3998,56.56,0
1747272,9/30/2018 9:04,723,8137,91.4,0
1747273,9/30/2018 9:04,4818,267,111.62,0
1747274,9/30/2018 9:04,3737,1296,57.95,0
1747275,9/30/2018 9:04,3130,6469,109.58,0
1747276,9/30/2018 9:04,898,7514,60.56,0
1747277,9/30/2018 9:04,4174,266,73.19,0
1747278,9/30/2018 9:04,129,1357,141.27,0
1747279,9/30/2018 9:04,2227,8187,59.91,0
1747280,9/30/2018 9:04,1455,9783,9.69,0
1747281,9/30/2018 9:04,921,1400,31.63,0
1747282,9/30/2018 9:04,3498,456,85.39,0
1747283,9/30/2018 9:05,2719,1043,41.3,0
1747284,9/30/2018 9:05,4223,3884,48.3,0
1747285,9/30/2018 9:05,120,3367,19.25,0
1747286,9/30/2018 9:05,1171,841,53.04,0
1747287,9/30/2018 9:05,283,7243,94.12,0
1747288,9/30/2018 9:05,106,7407,84.41,0
1747289,9/30/2018 9:05,4211,6686,13.86,0
1747290,9/30/2018 9:05,4051,3619,39.15,0
1747291,9/30/2018 9:05,4420,6833,39.02,0
1747292,9/30/2018 9:05,3300,1796,23.02,0
1747293,9/30/2018 9:05,1085,4474,55.75,0
1747294,9/30/2018 9:05,815,6365,76.99,0
1747295,9/30/2018 9:05,1016,8822,49.04,0
1747296,9/30/2018 9:05,3339,4838,14.9,0
1747297,9/30/2018 9:06,4205,3316,66.73,0
1747298,9/30/2018 9:06,1898,6564,43.93,0
1747299,9/30/2018 9:06,3218,3815,142,0
1747300,9/30/2018 9:06,3639,2754,28.47,0
1747301,9/30/2018 9:06,1704,9462,178.51,0
1747302,9/30/2018 9:06,1825,6351,149.86,0
1747303,9/30/2018 9:06,562,6128,50.46,0
1747304,9/30/2018 9:06,3381,1181,39.79,0
1747305,9/30/2018 9:06,2465,7522,29.91,0
1747306,9/30/2018 9:06,3269,8553,63.99,0
1747307,9/30/2018 9:06,4659,2793,36.7,0
1747308,9/30/2018 9:06,361,7222,103.33,0
1747309,9/30/2018 9:06,342,8916,112.09,0
1747310,9/30/2018 9:06,4251,3427,128.94,0
1747311,9/30/2018 9:06,2229,1693,34.74,0
1747312,9/30/2018 9:07,3833,5704,141.8,0
1747313,9/30/2018 9:07,1554,7140,41.53,0
1747314,9/30/2018 9:07,4818,3942,47.14,0
1747315,9/30/2018 9:07,1164,3429,49.14,0
1747316,9/30/2018 9:07,842,3152,7.57,0
1747317,9/30/2018 9:07,283,9473,94.24,0
1747318,9/30/2018 9:07,685,8501,131.63,0
1747319,9/30/2018 9:07,1338,8724,104.4,0
1747320,9/30/2018 9:07,1988,6550,13.23,0
1747321,9/30/2018 9:07,886,2638,47.88,0
1747322,9/30/2018 9:08,149,1616,68.02,0
1747323,9/30/2018 9:08,2099,2790,3.1,0
1747324,9/30/2018 9:08,4225,976,19.41,0
1747325,9/30/2018 9:08,2035,1302,67.9,0
1747326,9/30/2018 9:08,4173,9334,34.95,0
1747327,9/30/2018 9:08,3890,7081,37.82,0
1747328,9/30/2018 9:08,4634,5146,69.34,0
1747329,9/30/2018 9:08,2445,9501,88.33,0
1747330,9/30/2018 9:09,4242,7448,38.61,0
1747331,9/30/2018 9:09,124,8998,9.5,0
1747332,9/30/2018 9:09,1365,4791,57.4,0
1747333,9/30/2018 9:09,2395,4301,29.3,0
1747334,9/30/2018 9:09,1757,1218,38.09,0
1747335,9/30/2018 9:09,857,7463,53.88,0
1747336,9/30/2018 9:09,1713,3735,19.25,0
1747337,9/30/2018 9:09,3092,4374,31.61,0
1747338,9/30/2018 9:09,4196,2715,29.59,0
1747339,9/30/2018 9:09,3314,5939,112.83,0
1747340,9/30/2018 9:09,4749,4404,5.78,0
1747342,9/30/2018 9:09,2645,6061,60.6,0
1747341,9/30/2018 9:09,1579,7776,3.58,0
1747343,9/30/2018 9:10,55,3967,35.56,0
1747344,9/30/2018 9:10,1469,2529,99.35,0
1747345,9/30/2018 9:10,4161,9641,12.8,0
1747346,9/30/2018 9:10,4303,6551,99.6,0
1747347,9/30/2018 9:10,4468,3832,18.15,0
1747348,9/30/2018 9:10,3800,5162,6.91,0
1747349,9/30/2018 9:10,1543,4049,69.16,0
1747350,9/30/2018 9:10,3318,3930,35.88,0
1747351,9/30/2018 9:10,1148,6489,65.28,0
1747352,9/30/2018 9:10,2468,2928,74.79,0
1747353,9/30/2018 9:10,3077,6017,4.99,0
1747354,9/30/2018 9:11,647,309,13.36,0
1747355,9/30/2018 9:11,4904,2512,92.8,0
1747356,9/30/2018 9:11,2068,624,9.13,0
1747357,9/30/2018 9:11,3206,4687,105.7,0
1747358,9/30/2018 9:11,748,2774,44.89,0
1747359,9/30/2018 9:11,4438,2608,40.23,0
1747360,9/30/2018 9:11,2177,4531,68.43,0
1747361,9/30/2018 9:11,2318,5312,126.03,0
1747362,9/30/2018 9:11,3379,9759,2.68,0
1747363,9/30/2018 9:12,212,8150,85.94,0
1747364,9/30/2018 9:12,2263,776,75.8,0
1747365,9/30/2018 9:12,312,8202,66.53,0
1747366,9/30/2018 9:12,2964,5139,120.9,0
1747367,9/30/2018 9:12,4106,5903,17.91,0
1747368,9/30/2018 9:12,508,7432,23.75,0
1747369,9/30/2018 9:12,620,6649,63.44,0
1747370,9/30/2018 9:13,3468,2091,32.29,0
1747371,9/30/2018 9:13,657,3163,59.2,0
1747372,9/30/2018 9:13,266,5659,5.54,0
1747373,9/30/2018 9:13,1102,5592,88.85,0
1747374,9/30/2018 9:13,1489,8013,45.49,0
1747375,9/30/2018 9:13,2986,8341,61.09,0
1747376,9/30/2018 9:13,3018,7719,30.09,0
1747377,9/30/2018 9:13,418,5214,35.05,0
1747378,9/30/2018 9:13,3560,9390,74.39,0
1747379,9/30/2018 9:13,3898,9888,18.87,0
1747380,9/30/2018 9:14,3960,4866,19.19,0
1747381,9/30/2018 9:14,3682,6912,84.27,0
1747382,9/30/2018 9:14,3800,5518,25.87,0
1747383,9/30/2018 9:14,2631,6492,52,0
1747384,9/30/2018 9:14,413,8844,67.85,0
1747385,9/30/2018 9:14,1,1230,40.19,0
1747386,9/30/2018 9:14,4290,3079,21.01,0
1747387,9/30/2018 9:14,1409,3679,67.82,0
1747388,9/30/2018 9:14,818,1225,63.7,0
1747389,9/30/2018 9:14,3646,9949,67.5,0
1747390,9/30/2018 9:14,1783,9552,106.78,0
1747391,9/30/2018 9:14,2530,2717,46.53,0
1747392,9/30/2018 9:15,4722,9374,52.25,0
1747393,9/30/2018 9:15,409,4336,72.77,0
1747394,9/30/2018 9:15,1177,1487,32.36,0
1747395,9/30/2018 9:15,4271,5674,159.93,0
1747396,9/30/2018 9:15,2212,3792,11.06,0
1747397,9/30/2018 9:15,563,4384,6.35,0
1747399,9/30/2018 9:15,1221,3433,121.81,0
1747398,9/30/2018 9:15,4963,5429,14.29,0
1747400,9/30/2018 9:15,4374,1481,32.7,0
1747401,9/30/2018 9:15,1975,2131,12.28,0
1747402,9/30/2018 9:15,2882,3552,93.89,0
1747403,9/30/2018 9:16,53,1503,2.5,0
1747404,9/30/2018 9:16,230,738,26.98,0
1747405,9/30/2018 9:16,4212,8565,10.01,0
1747406,9/30/2018 9:16,1156,6864,66.09,0
1747407,9/30/2018 9:16,1536,627,55.2,0
1747408,9/30/2018 9:16,1792,1438,130.58,0
1747409,9/30/2018 9:16,4660,4472,21.59,0
1747410,9/30/2018 9:16,566,6905,72.67,0
1747411,9/30/2018 9:16,4558,4831,80.51,0
1747412,9/30/2018 9:16,3888,6198,40.65,0
1747413,9/30/2018 9:16,1830,9801,95.23,0
1747414,9/30/2018 9:16,67,6288,199.86,0
1747415,9/30/2018 9:16,4295,2269,38.6,0
1747416,9/30/2018 9:17,1705,7159,57.15,0
1747417,9/30/2018 9:17,4238,1786,66.35,0
1747418,9/30/2018 9:17,3249,4288,72.48,0
1747419,9/30/2018 9:17,1849,4797,55.74,0
1747420,9/30/2018 9:17,3965,4532,22.9,0
1747421,9/30/2018 9:17,3727,5277,8.89,0
1747422,9/30/2018 9:17,4198,4133,65.6,0
1747423,9/30/2018 9:17,2140,8609,45.56,0
1747424,9/30/2018 9:17,2121,7960,2.42,0
1747425,9/30/2018 9:17,841,7207,136.95,0
1747426,9/30/2018 9:17,1020,2722,66.58,0
1747428,9/30/2018 9:18,876,2482,16.78,0
1747427,9/30/2018 9:18,3982,7992,27.12,0
1747429,9/30/2018 9:18,154,8665,43.34,0
1747430,9/30/2018 9:18,2996,3706,12.18,0
1747431,9/30/2018 9:18,3811,1353,46.87,0
1747432,9/30/2018 9:18,2336,1719,89.17,0
1747433,9/30/2018 9:18,3488,5032,118,0
1747434,9/30/2018 9:18,3390,6036,58.2,0
1747435,9/30/2018 9:18,3070,4210,65.52,0
1747437,9/30/2018 9:18,3395,6750,28.05,0
1747436,9/30/2018 9:18,1177,8871,62,0
1747438,9/30/2018 9:18,1233,5328,17.28,0
1747439,9/30/2018 9:18,336,4091,14.03,0
1747440,9/30/2018 9:18,2212,6150,15.76,0
1747441,9/30/2018 9:18,535,3099,12.96,0
1747442,9/30/2018 9:19,3248,3125,10.94,0
1747443,9/30/2018 9:19,4583,6511,37.66,0
1747444,9/30/2018 9:19,3097,9060,73.53,0
1747446,9/30/2018 9:19,1122,7861,14.62,0
1747445,9/30/2018 9:19,112,9849,26.25,0
1747447,9/30/2018 9:19,3745,7619,31.94,0
1747448,9/30/2018 9:19,299,7397,8.48,0
1747449,9/30/2018 9:20,3709,1734,72.54,0
1747450,9/30/2018 9:20,952,6235,33.48,0
1747451,9/30/2018 9:20,3736,1158,1.84,0
1747452,9/30/2018 9:20,354,3964,13.7,0
1747453,9/30/2018 9:20,3870,2848,46.38,0
1747454,9/30/2018 9:20,2713,1529,9.33,0
1747455,9/30/2018 9:20,2312,581,10.58,0
1747456,9/30/2018 9:20,1006,5432,103.08,0
1747457,9/30/2018 9:20,323,1057,10.4,0
1747458,9/30/2018 9:20,2587,5187,109.55,0
1747459,9/30/2018 9:20,1400,5158,73.3,0
1747460,9/30/2018 9:20,1810,557,67.56,0
1747461,9/30/2018 9:21,2040,4985,57.36,0
1747462,9/30/2018 9:21,2858,5305,42.21,0
1747463,9/30/2018 9:21,2891,2999,114.17,0
1747464,9/30/2018 9:21,2462,3570,11.82,0
1747465,9/30/2018 9:21,2389,3989,13.87,0
1747466,9/30/2018 9:21,684,5839,49.45,0
1747467,9/30/2018 9:21,4,5014,52.26,0
1747468,9/30/2018 9:21,141,5269,74.22,0
1747469,9/30/2018 9:21,3114,830,5.4,0
1747470,9/30/2018 9:21,2025,6526,44.36,0
1747471,9/30/2018 9:22,578,6343,2.34,0
1747472,9/30/2018 9:22,1261,9524,66.7,0
1747473,9/30/2018 9:22,4167,5755,34.91,0
1747474,9/30/2018 9:22,4002,1353,87.64,0
1747475,9/30/2018 9:22,4855,8781,31.43,0
1747476,9/30/2018 9:22,2061,8108,56.82,0
1747477,9/30/2018 9:22,14,4705,52.54,0
1747478,9/30/2018 9:23,3381,402,99.87,0
1747479,9/30/2018 9:23,575,2500,90.45,0
1747480,9/30/2018 9:23,2383,5310,111.29,0
1747481,9/30/2018 9:23,421,5158,43.47,0
1747482,9/30/2018 9:23,684,6893,59.63,0
1747483,9/30/2018 9:23,2993,1616,7.41,0
1747484,9/30/2018 9:23,1926,7839,48.84,0
1747485,9/30/2018 9:23,74,7634,135.4,0
1747486,9/30/2018 9:23,2249,3682,37.14,0
1747487,9/30/2018 9:23,2669,6221,37.09,0
1747488,9/30/2018 9:23,1221,3942,180.89,0
1747489,9/30/2018 9:23,979,2703,62.52,0
1747490,9/30/2018 9:23,2148,6510,8.71,0
1747491,9/30/2018 9:23,2261,8673,172.04,1
1747492,9/30/2018 9:24,4352,6511,42.36,0
1747493,9/30/2018 9:24,2318,6765,88,0
1747494,9/30/2018 9:24,825,8806,37.99,0
1747495,9/30/2018 9:24,4563,8223,141.87,0
1747496,9/30/2018 9:24,702,135,19.94,0
1747497,9/30/2018 9:24,1914,9372,63.34,0
1747498,9/30/2018 9:24,3891,9086,23.83,0
1747499,9/30/2018 9:24,1225,4654,48,0
1747500,9/30/2018 9:24,325,4835,34.4,0
1747501,9/30/2018 9:24,763,7073,64.9,0
1747502,9/30/2018 9:24,2651,4810,36.99,0
1747503,9/30/2018 9:25,3295,9982,87.59,0
1747504,9/30/2018 9:25,1314,8049,73.69,0
1747505,9/30/2018 9:25,612,7986,12.81,0
1747506,9/30/2018 9:25,2200,8970,10.73,0
1747507,9/30/2018 9:25,1252,8924,99.81,0
1747508,9/30/2018 9:25,2601,5134,47.61,0
1747509,9/30/2018 9:25,931,555,124.07,0
1747510,9/30/2018 9:26,2233,9475,35.39,0
1747511,9/30/2018 9:26,4109,9677,43.09,0
1747512,9/30/2018 9:26,4739,5759,49.34,0
1747513,9/30/2018 9:26,2527,3473,55.81,0
1747514,9/30/2018 9:26,1086,7074,94.87,0
1747515,9/30/2018 9:26,2961,5651,82.98,0
1747516,9/30/2018 9:27,2152,537,45.22,0
1747517,9/30/2018 9:27,1106,1307,31.58,0
1747518,9/30/2018 9:27,2883,175,12.26,0
1747519,9/30/2018 9:27,2818,8713,62.15,0
1747520,9/30/2018 9:27,1423,1084,28.97,0
1747521,9/30/2018 9:27,635,7332,12.1,0
1747522,9/30/2018 9:27,3601,4290,35.56,0
1747523,9/30/2018 9:27,2954,31,63.76,0
1747524,9/30/2018 9:27,3699,977,45.39,0
1747525,9/30/2018 9:27,4442,3899,24.47,0
1747526,9/30/2018 9:27,3594,5364,50.72,0
1747527,9/30/2018 9:27,2116,3815,80.19,0
1747528,9/30/2018 9:27,3969,3279,86.72,0
1747529,9/30/2018 9:28,1219,1520,61.35,0
1747530,9/30/2018 9:28,3259,8311,17.38,0
1747531,9/30/2018 9:28,4455,6355,48.51,0
1747532,9/30/2018 9:28,4436,1442,150.76,0
1747533,9/30/2018 9:28,5,8284,80.49,0
1747534,9/30/2018 9:28,1331,3705,87.1,0
1747535,9/30/2018 9:28,2331,3617,60.27,0
1747536,9/30/2018 9:28,696,642,15.75,0
1747537,9/30/2018 9:28,1759,8441,66.24,0
1747538,9/30/2018 9:28,1151,796,83.76,0
1747539,9/30/2018 9:28,2174,4209,21.56,0
1747540,9/30/2018 9:28,3475,820,20.41,0
1747541,9/30/2018 9:28,809,9917,61.82,0
1747542,9/30/2018 9:29,1235,8892,111.14,0
1747543,9/30/2018 9:29,3069,7367,7.8,0
1747544,9/30/2018 9:29,4815,9394,65.75,0
1747545,9/30/2018 9:29,1250,8326,5.19,0
1747546,9/30/2018 9:29,2684,6353,59.33,0
1747547,9/30/2018 9:29,2371,9158,104.89,0
1747548,9/30/2018 9:29,2644,6007,8.99,0
1747549,9/30/2018 9:29,2566,6630,146.36,0
1747550,9/30/2018 9:29,3767,9747,17.99,0
1747551,9/30/2018 9:30,3107,9084,19.32,0
1747552,9/30/2018 9:30,1430,8651,45.62,0
1747553,9/30/2018 9:30,993,162,16.64,0
1747554,9/30/2018 9:30,4110,4042,55.72,0
1747555,9/30/2018 9:30,549,5763,11.37,0
1747556,9/30/2018 9:30,3803,9248,13.39,0
1747557,9/30/2018 9:30,4802,8690,6.12,0
1747558,9/30/2018 9:30,1640,6275,6.84,0
1747559,9/30/2018 9:30,204,8352,97.18,0
1747560,9/30/2018 9:30,0,2740,97.5,0
1747561,9/30/2018 9:30,3996,7770,29.47,0
1747562,9/30/2018 9:31,202,1506,59.37,0
1747563,9/30/2018 9:31,4218,5285,20.68,0
1747564,9/30/2018 9:31,4831,6274,115.9,0
1747565,9/30/2018 9:31,564,9673,31.88,0
1747566,9/30/2018 9:31,2112,2689,51.22,0
1747567,9/30/2018 9:31,2633,3513,21.26,0
1747568,9/30/2018 9:31,927,3073,109.79,0
1747569,9/30/2018 9:31,3026,1902,35.36,0
1747570,9/30/2018 9:31,610,800,95.46,0
1747571,9/30/2018 9:32,2082,865,17.52,0
1747572,9/30/2018 9:32,4336,1930,40.37,0
1747573,9/30/2018 9:32,600,7079,9.91,0
1747574,9/30/2018 9:32,4543,7424,10.61,0
1747575,9/30/2018 9:32,1131,9546,26.5,0
1747576,9/30/2018 9:32,1052,5325,39.73,0
1747577,9/30/2018 9:32,4895,9551,81.23,0
1747578,9/30/2018 9:32,329,494,132.72,0
1747579,9/30/2018 9:32,2517,2501,2.73,0
1747580,9/30/2018 9:32,569,215,120.88,0
1747581,9/30/2018 9:32,1870,7410,28.5,0
1747582,9/30/2018 9:32,4041,399,67.74,0
1747583,9/30/2018 9:32,1872,8870,20.13,0
1747584,9/30/2018 9:33,1640,5554,10.74,0
1747585,9/30/2018 9:33,1511,1768,9.43,0
1747586,9/30/2018 9:33,2092,8936,30.06,0
1747587,9/30/2018 9:33,3730,3576,16.75,0
1747588,9/30/2018 9:33,444,2169,15.84,0
1747589,9/30/2018 9:33,2962,7470,2.58,0
1747590,9/30/2018 9:33,99,6752,8.1,0
1747591,9/30/2018 9:33,2631,6926,62.48,0
1747592,9/30/2018 9:33,2760,2767,17.44,0
1747593,9/30/2018 9:33,3888,6198,51.02,0
1747594,9/30/2018 9:33,3269,9306,65.32,0
1747595,9/30/2018 9:33,1339,6283,39.29,0
1747596,9/30/2018 9:33,1368,7546,38.41,0
1747597,9/30/2018 9:33,826,6611,95.39,0
1747598,9/30/2018 9:34,1902,9719,24.88,0
1747599,9/30/2018 9:34,3768,8531,10.12,0
1747600,9/30/2018 9:34,2945,9844,83.07,0
1747601,9/30/2018 9:34,273,8866,5.87,0
1747602,9/30/2018 9:34,2660,6273,127.83,0
1747603,9/30/2018 9:34,717,5250,48.08,0
1747604,9/30/2018 9:34,596,1253,37.44,0
1747605,9/30/2018 9:34,1270,931,60.31,0
1747606,9/30/2018 9:34,2711,1831,101.19,0
1747607,9/30/2018 9:34,3603,3899,109.82,0
1747608,9/30/2018 9:34,3515,5707,10.14,0
1747609,9/30/2018 9:34,1696,6945,128.96,0
1747610,9/30/2018 9:34,2694,2258,64.7,0
1747611,9/30/2018 9:34,4467,8468,100.88,0
1747612,9/30/2018 9:34,3116,3030,94.84,0
1747613,9/30/2018 9:34,1824,8582,3.99,0
1747614,9/30/2018 9:34,3372,13,60.43,0
1747615,9/30/2018 9:34,3295,3074,125.17,0
1747616,9/30/2018 9:34,2638,9474,59.49,0
1747617,9/30/2018 9:34,3813,6871,4.72,0
1747618,9/30/2018 9:35,3252,1467,53.79,0
1747619,9/30/2018 9:35,2179,2406,96.04,0
1747620,9/30/2018 9:35,1712,2863,48.89,0
1747621,9/30/2018 9:35,1502,5670,68.2,0
1747622,9/30/2018 9:35,4891,3423,38.63,0
1747623,9/30/2018 9:35,1884,5691,63.85,0
1747624,9/30/2018 9:35,1157,8943,88.63,0
1747625,9/30/2018 9:35,4637,7373,24.77,0
1747626,9/30/2018 9:35,1704,8453,79.43,0
1747627,9/30/2018 9:35,1277,4455,30.88,0
1747628,9/30/2018 9:35,2624,6557,121.5,0
1747629,9/30/2018 9:36,79,7362,104.86,0
1747630,9/30/2018 9:36,3426,516,6.81,0
1747631,9/30/2018 9:36,1837,3256,32.66,0
1747632,9/30/2018 9:36,3229,3987,154.85,0
1747634,9/30/2018 9:36,2544,3135,38.4,0
1747633,9/30/2018 9:36,4992,5522,36.58,0
1747635,9/30/2018 9:36,3637,3214,51.68,0
1747636,9/30/2018 9:36,453,6608,54.38,0
1747637,9/30/2018 9:36,3113,5247,5.93,0
1747638,9/30/2018 9:36,82,6416,13.49,0
1747639,9/30/2018 9:36,4568,6983,66.97,0
1747640,9/30/2018 9:36,813,6656,58.7,0
1747641,9/30/2018 9:37,824,2769,26.61,0
1747642,9/30/2018 9:37,694,5386,1.14,0
1747643,9/30/2018 9:37,4920,7353,14.85,0
1747644,9/30/2018 9:37,3475,6526,26.17,0
1747645,9/30/2018 9:37,4914,5083,58.53,0
1747646,9/30/2018 9:37,1290,9051,96.99,0
1747647,9/30/2018 9:37,466,2140,48.17,0
1747648,9/30/2018 9:37,2631,596,87.49,0
1747649,9/30/2018 9:37,134,528,98.19,0
1747650,9/30/2018 9:37,2179,8399,80.56,0
1747651,9/30/2018 9:37,1985,8288,33.84,0
1747652,9/30/2018 9:38,3453,3439,25.75,0
1747653,9/30/2018 9:38,4077,4120,96.2,0
1747654,9/30/2018 9:38,4037,4141,31.6,0
1747655,9/30/2018 9:38,2342,3539,16.7,0
1747656,9/30/2018 9:38,1765,6464,78.48,0
1747657,9/30/2018 9:38,3686,5013,33.64,0
1747658,9/30/2018 9:38,1654,2185,8.12,0
1747659,9/30/2018 9:38,4933,3063,93.47,0
1747660,9/30/2018 9:38,98,1043,14.06,0
1747661,9/30/2018 9:38,2027,834,50.71,0
1747662,9/30/2018 9:39,542,3058,8.82,0
1747663,9/30/2018 9:39,866,3320,10.26,0
1747664,9/30/2018 9:39,4223,5999,62.42,0
1747665,9/30/2018 9:39,4237,7966,80.52,0
1747666,9/30/2018 9:39,927,811,46.81,0
1747667,9/30/2018 9:39,2179,7833,60.54,0
1747668,9/30/2018 9:39,1040,5389,11.06,0
1747669,9/30/2018 9:39,940,9093,33.73,0
1747670,9/30/2018 9:39,4604,872,58.03,0
1747671,9/30/2018 9:39,3939,8894,62.64,0
1747672,9/30/2018 9:39,2053,7774,104.9,0
1747673,9/30/2018 9:40,2292,3845,52.46,0
1747674,9/30/2018 9:40,4886,7348,4.84,0
1747675,9/30/2018 9:40,687,4432,77.29,0
1747676,9/30/2018 9:40,1072,8159,105.58,0
1747677,9/30/2018 9:40,3211,8598,27.21,0
1747678,9/30/2018 9:40,1273,1638,72.81,0
1747679,9/30/2018 9:40,3798,8200,8.6,0
1747680,9/30/2018 9:40,2123,1759,30.76,0
1747681,9/30/2018 9:40,2441,4506,138.38,0
1747682,9/30/2018 9:40,3723,8061,91.87,0
1747683,9/30/2018 9:40,3928,7197,61.95,0
1747684,9/30/2018 9:41,1852,3940,26.45,0
1747685,9/30/2018 9:41,3937,6686,72.76,0
1747686,9/30/2018 9:41,3423,6951,4.01,0
1747687,9/30/2018 9:41,3433,7499,36.56,0
1747688,9/30/2018 9:41,3817,8619,84.9,0
1747689,9/30/2018 9:41,4672,4953,46.94,0
1747690,9/30/2018 9:41,848,6085,23.16,0
1747691,9/30/2018 9:42,379,7466,76.2,0
1747692,9/30/2018 9:42,3972,8257,27.15,0
1747693,9/30/2018 9:42,3892,6173,53.31,0
1747694,9/30/2018 9:42,1627,6081,50.25,0
1747695,9/30/2018 9:42,826,7514,47.43,0
1747696,9/30/2018 9:42,2350,1168,48.04,0
1747697,9/30/2018 9:42,4829,8613,63.49,0
1747698,9/30/2018 9:42,4988,1512,97.88,0
1747699,9/30/2018 9:43,4274,5446,17.02,0
1747700,9/30/2018 9:43,1372,6870,142.89,0
1747701,9/30/2018 9:43,3041,3265,18.63,0
1747702,9/30/2018 9:43,1702,9801,30.24,0
1747703,9/30/2018 9:43,4674,2362,34.35,0
1747704,9/30/2018 9:43,1483,1140,10.18,0
1747705,9/30/2018 9:43,424,2730,41.73,0
1747706,9/30/2018 9:44,4482,2467,4.22,0
1747707,9/30/2018 9:44,841,1877,150.51,0
1747708,9/30/2018 9:44,382,4784,19.28,0
1747709,9/30/2018 9:44,1680,1358,15.79,0
1747710,9/30/2018 9:44,4229,5746,79.26,0
1747711,9/30/2018 9:44,3070,3550,82.49,0
1747712,9/30/2018 9:44,4404,5344,46.79,0
1747713,9/30/2018 9:44,2912,3,11.52,0
1747714,9/30/2018 9:44,1939,2824,16.98,0
1747715,9/30/2018 9:44,4711,7674,35.44,0
1747716,9/30/2018 9:45,2495,2989,44.15,0
1747717,9/30/2018 9:45,939,1238,70.67,0
1747718,9/30/2018 9:45,3122,9410,6.86,0
1747719,9/30/2018 9:45,1534,801,132.29,0
1747720,9/30/2018 9:45,1567,5994,48.37,0
1747721,9/30/2018 9:45,2932,9251,104.39,0
1747722,9/30/2018 9:45,3727,533,6.39,0
1747723,9/30/2018 9:45,3879,5972,47.72,0
1747724,9/30/2018 9:45,2429,2669,19.87,0
1747725,9/30/2018 9:46,2473,7065,82.18,0
1747726,9/30/2018 9:46,1754,9734,37.79,0
1747727,9/30/2018 9:46,1666,7680,12.76,0
1747728,9/30/2018 9:46,3864,5749,16.6,0
1747729,9/30/2018 9:46,4993,8323,34.99,0
1747730,9/30/2018 9:46,3870,6692,48.98,0
1747731,9/30/2018 9:46,4112,2193,15.86,0
1747732,9/30/2018 9:47,3112,4091,20.92,0
1747733,9/30/2018 9:47,4139,3770,4.15,0
1747734,9/30/2018 9:47,2470,7798,53.17,0
1747735,9/30/2018 9:47,842,6125,16.15,0
1747736,9/30/2018 9:47,611,1728,26.4,0
1747737,9/30/2018 9:47,2249,8301,67.92,0
1747738,9/30/2018 9:47,891,3768,42.88,0
1747739,9/30/2018 9:47,3988,9931,9.3,0
1747740,9/30/2018 9:47,37,2938,22.85,0
1747741,9/30/2018 9:47,1414,8166,62.68,0
1747742,9/30/2018 9:48,4730,2652,15.59,0
1747743,9/30/2018 9:48,2205,4666,34.29,0
1747744,9/30/2018 9:48,1488,6088,22.68,0
1747745,9/30/2018 9:48,3578,3528,3.83,0
1747747,9/30/2018 9:48,3577,5687,40.52,0
1747746,9/30/2018 9:48,255,5337,106.85,0
1747748,9/30/2018 9:48,4116,869,26.88,0
1747749,9/30/2018 9:48,3132,1175,69.96,0
1747750,9/30/2018 9:48,4440,8218,63.88,0
1747751,9/30/2018 9:48,1497,657,14.13,0
1747752,9/30/2018 9:48,970,2795,95.81,0
1747753,9/30/2018 9:48,2403,3936,29.12,0
1747754,9/30/2018 9:48,3559,7765,44.88,0
1747755,9/30/2018 9:48,3048,229,14.17,0
1747756,9/30/2018 9:48,1987,8886,53.81,0
1747757,9/30/2018 9:49,3080,1569,11.37,0
1747758,9/30/2018 9:49,2115,5561,41.4,0
1747759,9/30/2018 9:49,4623,7945,3.36,0
1747760,9/30/2018 9:49,3481,2227,69.39,0
1747761,9/30/2018 9:49,3755,784,17.08,0
1747762,9/30/2018 9:49,3984,843,91.6,0
1747763,9/30/2018 9:50,749,1298,31.86,0
1747764,9/30/2018 9:50,2771,4031,90.82,0
1747765,9/30/2018 9:50,4352,3558,35.19,0
1747766,9/30/2018 9:50,1739,8342,48.27,0
1747767,9/30/2018 9:50,3213,2976,32.09,0
